card,color,cost,creature,scryfall,mtgo,back
Polluted Delta,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/f/f/ff2f5f58-9a95-4ca6-93a0-813738f0072f.jpg?1571667978,54196,
Prairie Stream,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/9/6/9625911f-1dd3-4044-ac06-3c0c3198b6fd.jpg?1562930379,58623,
Prismatic Vista,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/e/3/e37da81e-be12-45a2-9128-376f1ad7b3e8.jpg?1562202585,72860,
Raging Ravine,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/c/b/cb7b6fb5-4d38-4734-b46f-923322cff24e.jpg?1562296161,35675,
Rakdos Carnarium,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/3/4/34f146f3-6541-4d2a-96e3-a3cd680c0a1e.jpg?1593274123,24017,
Raugrin Triome,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/0/2/02138fbb-3962-4348-8d31-faaefba0b8b2.jpg?1591228666,80511,
Razorverge Thicket,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/3/4/345e053a-3178-485c-8602-1624bbf2f064.jpg?1562816264,38299,
Reflecting Pool,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/3/d/3d03dc37-03fb-47b2-aa25-60a85d0d94dd.jpg?1562829034,29613,
Riverglide Pathway // Lavaglide Pathway,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/7/8/78792607-0872-4de4-a9d8-92f1d58f4a71.jpg?1603423755,83533,https://c1.scryfall.com/file/scryfall-cards/normal/back/7/8/78792607-0872-4de4-a9d8-92f1d58f4a71.jpg?1603423755
Rootbound Crag,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/b/6/b6f59e19-9ac1-4f86-893e-5b3364122fc6.jpg?1562562757,65542,
Rugged Prairie,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/e/3/e31f8b2a-acf4-423c-bc99-8cf44f3c018a.jpg?1562942931,30098,
Sacred Foundry,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/b/7/b7b598d0-535d-477d-a33d-d6a10ff5439a.jpg?1572894184,69921,
Sandsteppe Citadel,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/2/d/2dd40d90-c939-458a-9a98-27d10da6ff2f.jpg?1562784373,54160,
Savage Lands,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/f/6/f6bcded3-6eea-4533-a855-e03d4c4620d6.jpg?1562710850,30945,
Savai Triome,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/7/4/748e6a61-9c1f-4225-9f04-e54002f63ac3.jpg?1591228681,80515,
Savannah,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/b/0/b0d161fc-4a2a-4f1d-82b4-a746552552df.jpg?1562930574,53085,
Scalding Tarn,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/3/2/327cf118-cc92-4073-85d0-94d2a0a6989a.jpg?1562611115,34590,
Scattered Groves,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/c/c/ccb541aa-3bf6-41f3-89e5-9c6c56ea210a.jpg?1543676407,64156,
Scrubland,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/9/d/9d471e36-a3ab-4a96-ba4b-8eca921ea37a.jpg?1562926691,53087,
Seachrome Coast,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/9/9/99939b90-e88c-4c2f-ba78-56d455611703.jpg?1562820718,38289,
Seaside Citadel,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/c/1/c1995d2a-4550-4c84-ad44-183b06579e98.jpg?1562708600,31015,
Selesnya Sanctuary,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/c/5/c5e51787-f9c9-4926-9df1-a384a3092676.jpg?1598918422,23248,
Shambling Vent,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/3/0/30a73816-1f33-4798-a9d6-5f0410d19625.jpg?1562906381,58531,
Sheltered Thicket,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/d/2/d23cd764-3f5c-4c93-ba83-e5ff397003a2.jpg?1543676414,64158,
Shivan Reef,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/f/1/f1d33afd-6f2a-43c8-ae5d-17a0674fcdd3.jpg?1562049659,57674,
Silent Clearing,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/a/c/ac07e230-0297-4e1d-bdfe-119010e0ad8e.jpg?1562202597,72864,
Simic Growth Chamber,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/4/0/407d0a0c-a6be-4bd5-8355-1715698c6bde.jpg?1593274137,24031,
Smoldering Marsh,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/3/5/359b189d-aa51-4e90-820a-e79884562e34.jpg?1562907596,58697,
Spirebluff Canal,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/4/e/4e587ea7-0632-4789-ba75-3c410da2bb96.jpg?1576383574,61851,
Steam Vents,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/b/8/b8ebe3cf-7143-453a-b0ef-2f5bdaac3185.jpg?1572894204,69927,
Stirring Wildwood,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/d/5/d556d10b-83cc-4736-b269-4ce65aae2837.jpg?1562296742,35679,
Stomping Ground,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/d/c/dcaa1ff6-304e-4660-9df3-36de8e89592e.jpg?1584832363,71558,
Sulfur Falls,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/6/b/6bc412fc-e9d4-4283-bd4a-811384e79b5c.jpg?1562737296,67959,
Sulfurous Springs,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/c/a/ca7f2426-5a56-4dca-a059-65aa7266ac83.jpg?1562555138,27436,
Sunbaked Canyon,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/c/3/c36820fa-ee86-4206-9a0d-737a67cf5208.jpg?1562202603,72866,
Sunken Hollow,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/0/d/0dd1726f-b899-491a-8b0e-8e3d25f17d3d.jpg?1562898173,58659,
Sunken Ruins,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/9/d/9d91a31c-b70a-45bd-a8dd-48d49b277f24.jpg?1562833783,29479,
Sunpetal Grove,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/0/f/0f234312-00e8-49f7-a489-f4c316b0a81a.jpg?1562550765,65544,
Taiga,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/0/c/0c2c39fc-b564-4ab5-833c-ff029760b7a7.jpg?1562897467,53089,
Temple Garden,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/2/b/2b9b0195-beda-403e-bc27-7ae3be9f318c.jpg?1572894210,69929,
Temple of Abandon,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/7/d/7d5f8481-47f7-4531-9dad-686cdfb5d2ad.jpg?1581481254,79612,
Temple of Deceit,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/e/3/e3d4fd29-dab5-481f-94c9-eeb70f3c29dd.jpg?1581481259,79614,
Temple of Enlightenment,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/a/d/adad8390-66d8-4022-a059-c68e44e718fe.jpg?1581481265,79616,
Temple of Epiphany,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/1/6/1652bb3c-c365-4046-b07e-3d861fa324c6.jpg?1594737690,81731,
Temple of Malady,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/c/9/c97929f8-ae80-4b4a-9d9b-2f3c7605edc8.jpg?1594737701,81733,
Temple of Malice,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/9/4/9490a495-9f17-45a8-b10c-7de4fcbd2778.jpg?1581481271,79618,
Temple of Mystery,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/8/1/81634185-eb67-4d13-8b82-a662b8c9a7f0.jpg?1594737710,81735,
Temple of Plenty,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/6/e/6e6256ea-ccb5-4595-8278-44266f922e31.jpg?1581481279,79620,
Temple of Silence,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/0/f/0f5b0f0a-dc16-45e2-91ab-28e0b9f66d00.jpg?1594737718,81737,
Temple of Triumph,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/2/3/2366499c-9d07-46bb-8488-6cd60056fa16.jpg?1594737727,81739,
Terramorphic Expanse,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/8/b/8b98de91-7fa3-4a9c-805b-5f573009c2b0.jpg?1562467349,37584,
Thriving Bluff,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/1/5/15481459-3703-4185-ad27-105d95691e9d.jpg?1600694311,81813,
Thriving Grove,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/7/9/79cabbe0-1c44-4888-8ebc-25a4c3e2c5d7.jpg?1600714968,81815,
Thriving Heath,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/f/e/fe424eb3-7df8-4317-8776-6d960afbb90a.jpg?1600694376,81817,
Thriving Isle,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/7/e/7eb8fd94-2b59-4b05-b4d0-c93497301d19.jpg?1600694400,81819,
Thriving Moor,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/1/8/18756fe5-70f0-48d9-a4f1-ea78f77d2084.jpg?1600694427,81821,
Tropical Island,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/4/7/47033ba4-8f26-4a6b-97bd-5b366327325e.jpg?1562909439,53093,
Tundra,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/e/f/efd35cb4-862d-4699-a197-b744989b3ceb.jpg?1562943174,53095,
Twilight Mire,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/f/f/ff619a09-4fe5-4341-9077-88a0a9f4fbf9.jpg?1562949079,30084,
Underground River,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/8/c/8c298bf7-2514-43d4-a285-1386d6ba0835.jpg?1562551386,27438,
Underground Sea,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/2/6/26cee543-6eab-494e-a803-33a5d48d7d74.jpg?1562902883,53097,
Verdant Catacombs,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/7/a/7abd2723-2851-4f1a-b2d0-dfcb526472c3.jpg?1562613630,34704,
Volcanic Island,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/2/f/2f607e7e-30c0-45e9-8f61-bf6e9fe63f2b.jpg?1562904669,53099,
Wandering Fumarole,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/d/d/dd0ee251-6c79-499b-8366-c281c989b061.jpg?1562939445,59259,
Waterlogged Grove,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/0/a/0ab6bfbd-d2e1-4c4c-9f91-6f69c5b8e3bb.jpg?1562202616,72870,
Watery Grave,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/7/d/7d4595f2-9297-40dc-b2dd-7144bbb401f7.jpg?1572894217,69931,
Windswept Heath,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/e/7/e7b28650-cddc-4878-b1d1-b5a764f4df49.jpg?1571667973,54202,
Wooded Bastion,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/7/e/7e088fe6-e47a-4e27-b07e-ec35db045359.jpg?1562832206,29495,
Wooded Foothills,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/a/8/a8503cca-7e7d-44c4-8587-81376b396398.jpg?1571667977,54200,
Woodland Cemetery,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/b/a/ba05cf47-9823-41f9-b893-321ea89e473e.jpg?1562741876,67961,
Yavimaya Coast,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/7/a/7ae3d45b-a40c-4003-960a-2d1d0847e750.jpg?1562027158,57676,
Zagoth Triome,land,,0,https://c1.scryfall.com/file/scryfall-cards/normal/front/c/c/cc520518-2063-4b57-a0d4-10cf62a7175e.jpg?1591228738,80527,
